GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLE001,ALZLE002,ALZLE003
"G1900930","2015-2019","IA",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19093","Ida County, Iowa",,,3011,2275,736
"G1900950","2015-2019","IA",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19095","Iowa County, Iowa",,,6780,5452,1328
"G1900970","2015-2019","IA",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19097","Jackson County, Iowa",,,8239,6510,1729
"G1900990","2015-2019","IA",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19099","Jasper County, Iowa",,,14574,10858,3716
"G1901010","2015-2019","IA",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19101","Jefferson County, Iowa",,,6754,4477,2277
"G1901030","2015-2019","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",,,59134,34589,24545
"G1901050","2015-2019","IA",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19105","Jones County, Iowa",,,8130,6367,1763
"G1901070","2015-2019","IA",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19107","Keokuk County, Iowa",,,4394,3445,949
"G1901090","2015-2019","IA",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19109","Kossuth County, Iowa",,,6646,5031,1615
"G1901110","2015-2019","IA",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19111","Lee County, Iowa",,,14233,10591,3642
"G1901130","2015-2019","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",,,90877,67095,23782
"G1901150","2015-2019","IA",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19115","Louisa County, Iowa",,,4335,3334,1001
"G1901170","2015-2019","IA",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19117","Lucas County, Iowa",,,3701,2892,809
"G1901190","2015-2019","IA",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19119","Lyon County, Iowa",,,4548,3882,666
"G1901210","2015-2019","IA",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19121","Madison County, Iowa",,,6462,5069,1393
"G1901230","2015-2019","IA",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19123","Mahaska County, Iowa",,,8927,6161,2766
"G1901250","2015-2019","IA",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19125","Marion County, Iowa",,,13365,9463,3902
"G1901270","2015-2019","IA",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19127","Marshall County, Iowa",,,15419,10868,4551
"G1901290","2015-2019","IA",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19129","Mills County, Iowa",,,5554,4324,1230
"G1901310","2015-2019","IA",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19131","Mitchell County, Iowa",,,4355,3517,838
"G1901330","2015-2019","IA",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19133","Monona County, Iowa",,,4000,2894,1106
"G1901350","2015-2019","IA",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19135","Monroe County, Iowa",,,3294,2632,662
"G1901370","2015-2019","IA",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19137","Montgomery County, Iowa",,,4554,3198,1356
"G1901390","2015-2019","IA",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19139","Muscatine County, Iowa",,,16660,12234,4426
"G1901410","2015-2019","IA",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19141","O'Brien County, Iowa",,,6169,4422,1747
"G1901430","2015-2019","IA",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19143","Osceola County, Iowa",,,2633,2064,569
"G1901450","2015-2019","IA",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19145","Page County, Iowa",,,6280,4493,1787
"G1901470","2015-2019","IA",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19147","Palo Alto County, Iowa",,,3702,2678,1024
"G1901490","2015-2019","IA",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19149","Plymouth County, Iowa",,,10250,7945,2305
"G1901510","2015-2019","IA",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19151","Pocahontas County, Iowa",,,3215,2484,731
"G1901530","2015-2019","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",,,187798,126008,61790
"G1901550","2015-2019","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",,,36799,25183,11616
"G1901570","2015-2019","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157","Poweshiek County, Iowa",,,7767,5327,2440
"G1901590","2015-2019","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159","Ringgold County, Iowa",,,1971,1522,449
"G1901610","2015-2019","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161","Sac County, Iowa",,,4313,3424,889
"G1901630","2015-2019","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",,,67021,46259,20762
"G1901650","2015-2019","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165","Shelby County, Iowa",,,5030,3896,1134
"G1901670","2015-2019","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167","Sioux County, Iowa",,,12248,9840,2408
"G1901690","2015-2019","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",,,37811,20235,17576
"G1901710","2015-2019","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171","Tama County, Iowa",,,6767,5129,1638
"G1901730","2015-2019","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173","Taylor County, Iowa",,,2616,2047,569
"G1901750","2015-2019","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175","Union County, Iowa",,,5176,3644,1532
"G1901770","2015-2019","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177","Van Buren County, Iowa",,,2894,2353,541
"G1901790","2015-2019","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179","Wapello County, Iowa",,,14481,10357,4124
"G1901810","2015-2019","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181","Warren County, Iowa",,,19258,15215,4043
"G1901830","2015-2019","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183","Washington County, Iowa",,,8832,6267,2565
"G1901850","2015-2019","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185","Wayne County, Iowa",,,2689,2181,508
"G1901870","2015-2019","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187","Webster County, Iowa",,,15306,10408,4898
"G1901890","2015-2019","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189","Winnebago County, Iowa",,,4577,3480,1097
"G1901910","2015-2019","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191","Winneshiek County, Iowa",,,8257,6551,1706
"G1901930","2015-2019","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",,,39016,25924,13092
"G1901950","2015-2019","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195","Worth County, Iowa",,,3172,2461,711
"G1901970","2015-2019","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197","Wright County, Iowa",,,5718,4100,1618
"G2000010","2015-2019","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001","Allen County, Kansas",,,5372,3801,1571
"G2000030","2015-2019","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003","Anderson County, Kansas",,,3101,2306,795
"G2000050","2015-2019","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005","Atchison County, Kansas",,,5958,4133,1825
"G2000070","2015-2019","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007","Barber County, Kansas",,,1923,1380,543
"G2000090","2015-2019","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009","Barton County, Kansas",,,10624,7464,3160
"G2000110","2015-2019","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011","Bourbon County, Kansas",,,5636,4024,1612
"G2000130","2015-2019","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013","Brown County, Kansas",,,3872,2719,1153
"G2000150","2015-2019","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,24870,18523,6347
"G2000170","2015-2019","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017","Chase County, Kansas",,,1051,848,203
"G2000190","2015-2019","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019","Chautauqua County, Kansas",,,1456,1131,325
"G2000210","2015-2019","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021","Cherokee County, Kansas",,,7929,5765,2164
"G2000230","2015-2019","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023","Cheyenne County, Kansas",,,1221,977,244
"G2000250","2015-2019","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025","Clark County, Kansas",,,873,649,224
"G2000270","2015-2019","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027","Clay County, Kansas",,,3514,2497,1017
"G2000290","2015-2019","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029","Cloud County, Kansas",,,3689,2690,999
"G2000310","2015-2019","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031","Coffey County, Kansas",,,3585,2720,865
"G2000330","2015-2019","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033","Comanche County, Kansas",,,751,598,153
"G2000350","2015-2019","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035","Cowley County, Kansas",,,13499,9102,4397
"G2000370","2015-2019","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037","Crawford County, Kansas",,,15284,9076,6208
"G2000390","2015-2019","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039","Decatur County, Kansas",,,1442,1063,379
"G2000410","2015-2019","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041","Dickinson County, Kansas",,,7911,5586,2325
"G2000430","2015-2019","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043","Doniphan County, Kansas",,,3046,2194,852
"G2000450","2015-2019","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",,,46936,24082,22854
"G2000470","2015-2019","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047","Edwards County, Kansas",,,1308,1020,288
"G2000490","2015-2019","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049","Elk County, Kansas",,,1128,897,231
"G2000510","2015-2019","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051","Ellis County, Kansas",,,11544,7061,4483
"G2000530","2015-2019","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053","Ellsworth County, Kansas",,,2388,1835,553
"G2000550","2015-2019","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055","Finney County, Kansas",,,12519,8058,4461
"G2000570","2015-2019","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057","Ford County, Kansas",,,11344,6978,4366
"G2000590","2015-2019","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059","Franklin County, Kansas",,,10118,7317,2801
"G2000610","2015-2019","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061","Geary County, Kansas",,,12684,4809,7875
"G2000630","2015-2019","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063","Gove County, Kansas",,,1217,922,295
"G2000650","2015-2019","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065","Graham County, Kansas",,,1196,984,212
"G2000670","2015-2019","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067","Grant County, Kansas",,,2551,1900,651
"G2000690","2015-2019","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069","Gray County, Kansas",,,2151,1681,470
"G2000710","2015-2019","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071","Greeley County, Kansas",,,519,327,192
"G2000730","2015-2019","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073","Greenwood County, Kansas",,,2769,2043,726
"G2000750","2015-2019","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075","Hamilton County, Kansas",,,890,638,252
"G2000770","2015-2019","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077","Harper County, Kansas",,,2265,1577,688
"G2000790","2015-2019","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079","Harvey County, Kansas",,,13290,9513,3777
"G2000810","2015-2019","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081","Haskell County, Kansas",,,1320,1006,314
"G2000830","2015-2019","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083","Hodgeman County, Kansas",,,767,625,142
"G2000850","2015-2019","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085","Jackson County, Kansas",,,5465,4130,1335
"G2000870","2015-2019","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087","Jefferson County, Kansas",,,7575,6368,1207
"G2000890","2015-2019","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089","Jewell County, Kansas",,,1380,1122,258
"G2000910","2015-2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",,,228592,158251,70341
"G2000930","2015-2019","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093","Kearny County, Kansas",,,1201,914,287
"G2000950","2015-2019","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095","Kingman County, Kansas",,,3133,2461,672
"G2000970","2015-2019","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097","Kiowa County, Kansas",,,985,695,290
"G2000990","2015-2019","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099","Labette County, Kansas",,,8176,5683,2493
"G2001010","2015-2019","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101","Lane County, Kansas",,,757,572,185
"G2001030","2015-2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",,,27253,18374,8879
"G2001050","2015-2019","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105","Lincoln County, Kansas",,,1248,972,276
"G2001070","2015-2019","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107","Linn County, Kansas",,,4497,3485,1012
"G2001090","2015-2019","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109","Logan County, Kansas",,,1153,798,355
"G2001110","2015-2019","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111","Lyon County, Kansas",,,13569,8143,5426
"G2001130","2015-2019","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113","McPherson County, Kansas",,,12334,8573,3761
"G2001150","2015-2019","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115","Marion County, Kansas",,,4846,3806,1040
"G2001170","2015-2019","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117","Marshall County, Kansas",,,4085,3215,870
"G2001190","2015-2019","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119","Meade County, Kansas",,,1689,1169,520
"G2001210","2015-2019","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121","Miami County, Kansas",,,12835,10169,2666
"G2001230","2015-2019","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123","Mitchell County, Kansas",,,2570,1832,738
"G2001250","2015-2019","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125","Montgomery County, Kansas",,,13576,9337,4239
"G2001270","2015-2019","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127","Morris County, Kansas",,,2280,1832,448
"G2001290","2015-2019","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129","Morton County, Kansas",,,1038,721,317
"G2001310","2015-2019","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131","Nemaha County, Kansas",,,4007,3002,1005
"G2001330","2015-2019","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133","Neosho County, Kansas",,,6601,4644,1957
"G2001350","2015-2019","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135","Ness County, Kansas",,,1269,1058,211
"G2001370","2015-2019","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137","Norton County, Kansas",,,1830,1467,363
"G2001390","2015-2019","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139","Osage County, Kansas",,,6607,4935,1672
"G2001410","2015-2019","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141","Osborne County, Kansas",,,1648,1232,416
"G2001430","2015-2019","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143","Ottawa County, Kansas",,,2446,1947,499
"G2001450","2015-2019","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145","Pawnee County, Kansas",,,2448,1617,831
"G2001470","2015-2019","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147","Phillips County, Kansas",,,2316,1754,562
"G2001490","2015-2019","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149","Pottawatomie County, Kansas",,,8698,6841,1857
"G2001510","2015-2019","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151","Pratt County, Kansas",,,3652,2474,1178
"G2001530","2015-2019","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153","Rawlins County, Kansas",,,1176,871,305
"G2001550","2015-2019","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155","Reno County, Kansas",,,25014,17331,7683
"G2001570","2015-2019","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157","Republic County, Kansas",,,2218,1617,601
"G2001590","2015-2019","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159","Rice County, Kansas",,,3917,2918,999
"G2001610","2015-2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",,,26490,11441,15049
"G2001630","2015-2019","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163","Rooks County, Kansas",,,2176,1675,501
"G2001650","2015-2019","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165","Rush County, Kansas",,,1421,1077,344
"G2001670","2015-2019","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167","Russell County, Kansas",,,3015,2352,663
"G2001690","2015-2019","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169","Saline County, Kansas",,,21959,14646,7313
"G2001710","2015-2019","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171","Scott County, Kansas",,,1967,1376,591
"G2001730","2015-2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",,,197229,124155,73074
"G2001750","2015-2019","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175","Seward County, Kansas",,,7321,4884,2437
"G2001770","2015-2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",,,72267,46560,25707
"G2001790","2015-2019","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179","Sheridan County, Kansas",,,1134,870,264
"G2001810","2015-2019","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181","Sherman County, Kansas",,,2544,1702,842
"G2001830","2015-2019","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183","Smith County, Kansas",,,1701,1311,390
