GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37M001,AH37M002,AH37M003
"G1800870","2013-2017",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",,,293,342,282
"G1800890","2013-2017",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",,,1192,1302,1228
"G1800910","2013-2017",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",,,582,691,608
"G1800930","2013-2017",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",,,370,426,444
"G1800950","2013-2017",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",,,672,614,634
"G1800970","2013-2017",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",,,2014,2155,2062
"G1800990","2013-2017",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",,,322,319,343
"G1801010","2013-2017",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",,,135,168,136
"G1801030","2013-2017",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",,,245,326,372
"G1801050","2013-2017",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",,,732,647,844
"G1801070","2013-2017",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",,,283,323,358
"G1801090","2013-2017",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,344,426,441
"G1801110","2013-2017",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",,,161,202,174
"G1801130","2013-2017",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",,,314,382,368
"G1801150","2013-2017",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",,,90,101,90
"G1801170","2013-2017",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",,,185,208,222
"G1801190","2013-2017",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",,,231,276,210
"G1801210","2013-2017",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",,,283,262,271
"G1801230","2013-2017",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",,,200,191,195
"G1801250","2013-2017",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",,,174,185,125
"G1801270","2013-2017",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",,,545,828,712
"G1801290","2013-2017",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",,,217,246,223
"G1801310","2013-2017",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",,,153,169,165
"G1801330","2013-2017",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",,,354,317,346
"G1801350","2013-2017",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",,,207,247,255
"G1801370","2013-2017",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",,,227,273,230
"G1801390","2013-2017",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",,,169,222,223
"G1801410","2013-2017",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",,,868,983,915
"G1801430","2013-2017",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",,,308,309,319
"G1801450","2013-2017",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",,,311,346,377
"G1801470","2013-2017",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",,,168,191,198
"G1801490","2013-2017",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",,,230,253,181
"G1801510","2013-2017",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",,,384,378,329
"G1801530","2013-2017",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",,,269,280,266
"G1801550","2013-2017",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",,,206,231,197
"G1801570","2013-2017",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",,,824,768,895
"G1801590","2013-2017",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",,,175,225,220
"G1801610","2013-2017",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",,,119,142,148
"G1801630","2013-2017",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",,,886,841,847
"G1801650","2013-2017",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",,,231,207,207
"G1801670","2013-2017",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",,,767,581,789
"G1801690","2013-2017",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",,,314,313,277
"G1801710","2013-2017",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",,,95,107,88
"G1801730","2013-2017",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",,,343,471,475
"G1801750","2013-2017",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",,,296,341,302
"G1801770","2013-2017",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",,,477,402,523
"G1801790","2013-2017",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",,,206,269,260
"G1801810","2013-2017",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",,,291,345,227
"G1801830","2013-2017",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",,,229,317,273
"G1900010","2013-2017",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",,,111,117,106
"G1900030","2013-2017",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",,,73,69,70
"G1900050","2013-2017",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",,,181,196,175
"G1900070","2013-2017",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",,,210,185,167
"G1900090","2013-2017",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",,,96,128,99
"G1900110","2013-2017",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",,,186,230,186
"G1900130","2013-2017",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",,,583,614,708
"G1900150","2013-2017",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",,,215,273,235
"G1900170","2013-2017",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",,,214,188,192
"G1900190","2013-2017",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",,,197,205,184
"G1900210","2013-2017",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",,,170,196,236
"G1900230","2013-2017",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",,,101,112,114
"G1900250","2013-2017",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",,,218,180,120
"G1900270","2013-2017",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",,,193,214,211
"G1900290","2013-2017",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",,,142,205,192
"G1900310","2013-2017",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",,,159,220,198
"G1900330","2013-2017",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",,,402,434,370
"G1900350","2013-2017",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",,,167,217,171
"G1900370","2013-2017",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",,,106,167,168
"G1900390","2013-2017",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",,,108,192,179
"G1900410","2013-2017",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",,,217,248,253
"G1900430","2013-2017",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",,,164,185,179
"G1900450","2013-2017",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",,,353,388,362
"G1900470","2013-2017",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",,,202,217,249
"G1900490","2013-2017",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",,,389,537,512
"G1900510","2013-2017",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",,,93,111,105
"G1900530","2013-2017",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",,,111,103,127
"G1900550","2013-2017",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",,,232,224,199
"G1900570","2013-2017",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",,,323,367,367
"G1900590","2013-2017",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",,,244,228,259
"G1900610","2013-2017",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",,,388,446,511
"G1900630","2013-2017",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",,,150,148,161
"G1900650","2013-2017",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",,,180,185,191
"G1900670","2013-2017",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",,,164,203,239
"G1900690","2013-2017",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",,,131,141,129
"G1900710","2013-2017",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",,,102,101,103
"G1900730","2013-2017",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",,,146,149,147
"G1900750","2013-2017",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",,,101,101,110
"G1900770","2013-2017",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",,,161,122,108
"G1900790","2013-2017",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",,,170,202,231
"G1900810","2013-2017",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",,,110,141,143
"G1900830","2013-2017",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",,,190,170,162
"G1900850","2013-2017",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",,,166,151,126
"G1900870","2013-2017",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",,,175,197,208
"G1900890","2013-2017",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",,,128,156,123
"G1900910","2013-2017",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",,,101,119,118
"G1900930","2013-2017",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",,,99,95,109
"G1900950","2013-2017",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",,,166,230,198
"G1900970","2013-2017",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",,,195,222,201
"G1900990","2013-2017",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",,,321,292,301
"G1901010","2013-2017",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",,,278,266,283
"G1901030","2013-2017",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",,,599,651,825
"G1901050","2013-2017",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",,,164,208,213
"G1901070","2013-2017",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",,,82,148,140
"G1901090","2013-2017",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",,,170,147,148
"G1901110","2013-2017",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",,,273,259,292
"G1901130","2013-2017",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",,,766,877,900
"G1901150","2013-2017",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",,,148,137,127
"G1901170","2013-2017",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",,,128,139,135
"G1901190","2013-2017",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",,,107,130,105
"G1901210","2013-2017",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",,,144,214,189
"G1901230","2013-2017",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",,,182,225,235
"G1901250","2013-2017",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",,,260,344,277
"G1901270","2013-2017",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",,,243,321,316
"G1901290","2013-2017",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",,,136,176,161
"G1901310","2013-2017",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",,,151,149,138
"G1901330","2013-2017",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",,,155,145,176
"G1901350","2013-2017",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",,,134,136,139
"G1901370","2013-2017",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",,,150,148,201
"G1901390","2013-2017",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",,,311,348,307
"G1901410","2013-2017",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",,,160,176,186
"G1901430","2013-2017",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",,,111,91,106
"G1901450","2013-2017",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",,,294,224,179
"G1901470","2013-2017",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",,,103,127,110
"G1901490","2013-2017",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",,,158,224,210
"G1901510","2013-2017",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",,,104,98,107
"G1901530","2013-2017",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Iowa",,,900,1315,1366
"G1901550","2013-2017",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",,,385,488,491
"G1901570","2013-2017",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poweshiek County, Iowa",,,232,202,219
"G1901590","2013-2017",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ringgold County, Iowa",,,108,98,82
"G1901610","2013-2017",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sac County, Iowa",,,125,113,135
"G1901630","2013-2017",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",,,659,722,647
"G1901650","2013-2017",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Iowa",,,164,190,138
"G1901670","2013-2017",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Iowa",,,163,272,262
"G1901690","2013-2017",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",,,379,417,518
"G1901710","2013-2017",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tama County, Iowa",,,168,174,141
"G1901730","2013-2017",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Iowa",,,89,89,83
"G1901750","2013-2017",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Iowa",,,160,178,159
"G1901770","2013-2017",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Iowa",,,128,97,84
"G1901790","2013-2017",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wapello County, Iowa",,,320,281,337
"G1901810","2013-2017",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Iowa",,,202,322,355
"G1901830","2013-2017",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Iowa",,,186,236,200
"G1901850","2013-2017",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Iowa",,,110,108,70
"G1901870","2013-2017",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Iowa",,,346,358,408
"G1901890","2013-2017",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Iowa",,,155,141,135
"G1901910","2013-2017",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winneshiek County, Iowa",,,209,212,190
"G1901930","2013-2017",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury County, Iowa",,,452,593,673
"G1901950","2013-2017",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Iowa",,,96,104,87
"G1901970","2013-2017",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Iowa",,,157,154,176
"G2000010","2013-2017",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kansas",,,142,137,163
"G2000030","2013-2017",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kansas",,,167,193,183
"G2000050","2013-2017",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Kansas",,,256,301,241
"G2000070","2013-2017",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barber County, Kansas",,,109,111,100
"G2000090","2013-2017",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Kansas",,,178,267,268
"G2000110","2013-2017",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kansas",,,199,198,208
"G2000130","2013-2017",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Kansas",,,115,139,123
"G2000150","2013-2017",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,349,504,429
"G2000170","2013-2017",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Kansas",,,67,57,48
"G2000190","2013-2017",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, Kansas",,,82,81,64
"G2000210","2013-2017",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Kansas",,,288,264,293
"G2000230","2013-2017",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Kansas",,,52,57,47
"G2000250","2013-2017",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kansas",,,53,58,52
"G2000270","2013-2017",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kansas",,,193,165,142
"G2000290","2013-2017",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud County, Kansas",,,174,143,157
"G2000310","2013-2017",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffey County, Kansas",,,126,127,122
"G2000330","2013-2017",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Kansas",,,51,53,32
"G2000350","2013-2017",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowley County, Kansas",,,345,316,324
"G2000370","2013-2017",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Kansas",,,385,299,334
"G2000390","2013-2017",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Kansas",,,91,80,75
"G2000410","2013-2017",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Kansas",,,225,271,263
"G2000430","2013-2017",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doniphan County, Kansas",,,132,131,104
"G2000450","2013-2017",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Kansas",,,577,665,724
"G2000470","2013-2017",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Kansas",,,78,76,61
"G2000490","2013-2017",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk County, Kansas",,,69,58,44
"G2000510","2013-2017",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Kansas",,,333,297,334
"G2000530","2013-2017",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellsworth County, Kansas",,,128,119,100
"G2000550","2013-2017",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Finney County, Kansas",,,185,318,335
"G2000570","2013-2017",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Kansas",,,218,348,347
"G2000590","2013-2017",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kansas",,,278,274,268
"G2000610","2013-2017",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Geary County, Kansas",,,334,321,421
"G2000630","2013-2017",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gove County, Kansas",,,103,80,54
