GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37M001,AH37M002,AH37M003
"G4201070","2013-2017",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuylkill County, Pennsylvania",,,615,741,613
"G4201090","2013-2017",,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Snyder County, Pennsylvania",,,221,226,251
"G4201110","2013-2017",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Pennsylvania",,,428,402,397
"G4201130","2013-2017",,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Pennsylvania",,,133,126,59
"G4201150","2013-2017",,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Susquehanna County, Pennsylvania",,,229,230,245
"G4201170","2013-2017",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, Pennsylvania",,,235,211,227
"G4201190","2013-2017",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Pennsylvania",,,503,441,394
"G4201210","2013-2017",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Venango County, Pennsylvania",,,315,326,375
"G4201230","2013-2017",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Pennsylvania",,,311,304,257
"G4201250","2013-2017",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",,,671,724,722
"G4201270","2013-2017",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Pennsylvania",,,450,460,330
"G4201290","2013-2017",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",,,960,1143,933
"G4201310","2013-2017",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, Pennsylvania",,,203,213,188
"G4201330","2013-2017",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Pennsylvania",,,839,1309,1170
"G4400010","2013-2017",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Rhode Island",,,349,451,447
"G4400030","2013-2017",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Rhode Island",,,644,692,678
"G4400050","2013-2017",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport County, Rhode Island",,,492,522,591
"G4400070","2013-2017",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence County, Rhode Island",,,1248,1459,1440
"G4400090","2013-2017",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",,,677,675,531
"G4500010","2013-2017",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbeville County, South Carolina",,,362,345,275
"G4500030","2013-2017",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aiken County, South Carolina",,,759,928,886
"G4500050","2013-2017",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allendale County, South Carolina",,,182,184,183
"G4500070","2013-2017",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, South Carolina",,,781,886,844
"G4500090","2013-2017",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bamberg County, South Carolina",,,307,295,299
"G4500110","2013-2017",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnwell County, South Carolina",,,310,283,310
"G4500130","2013-2017",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",,,859,801,707
"G4500150","2013-2017",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",,,676,907,837
"G4500170","2013-2017",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, South Carolina",,,219,239,233
"G4500190","2013-2017",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",,,1093,1359,1262
"G4500210","2013-2017",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",,,402,504,442
"G4500230","2013-2017",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",,,309,369,330
"G4500250","2013-2017",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",,,399,493,479
"G4500270","2013-2017",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",,,340,367,356
"G4500290","2013-2017",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",,,377,464,445
"G4500310","2013-2017",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",,,455,568,630
"G4500330","2013-2017",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",,,331,382,413
"G4500350","2013-2017",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",,,629,869,796
"G4500370","2013-2017",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",,,273,275,306
"G4500390","2013-2017",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",,,375,372,348
"G4500410","2013-2017",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",,,792,840,824
"G4500430","2013-2017",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",,,476,481,490
"G4500450","2013-2017",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",,,1274,1272,1185
"G4500470","2013-2017",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",,,515,493,551
"G4500490","2013-2017",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",,,251,264,248
"G4500510","2013-2017",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",,,1371,1155,1274
"G4500530","2013-2017",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",,,269,373,374
"G4500550","2013-2017",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",,,416,497,429
"G4500570","2013-2017",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",,,527,656,589
"G4500590","2013-2017",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",,,364,492,535
"G4500610","2013-2017",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",,,226,272,214
"G4500630","2013-2017",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",,,859,1096,990
"G4500650","2013-2017",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",,,168,161,149
"G4500670","2013-2017",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",,,394,401,338
"G4500690","2013-2017",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",,,335,303,328
"G4500710","2013-2017",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",,,344,384,374
"G4500730","2013-2017",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",,,565,578,515
"G4500750","2013-2017",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",,,622,595,700
"G4500770","2013-2017",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",,,653,637,713
"G4500790","2013-2017",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",,,1276,1271,1406
"G4500810","2013-2017",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",,,249,285,268
"G4500830","2013-2017",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",,,954,1112,1221
"G4500850","2013-2017",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",,,578,649,783
"G4500870","2013-2017",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",,,307,344,318
"G4500890","2013-2017",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",,,325,337,304
"G4500910","2013-2017",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",,,743,1085,995
"G4600030","2013-2017",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora County, South Dakota",,,64,63,46
"G4600050","2013-2017",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Beadle County, South Dakota",,,187,284,280
"G4600070","2013-2017",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennett County, South Dakota",,,78,78,51
"G4600090","2013-2017",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bon Homme County, South Dakota",,,105,110,88
"G4600110","2013-2017",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookings County, South Dakota",,,280,284,341
"G4600130","2013-2017",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, South Dakota",,,305,319,328
"G4600150","2013-2017",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brule County, South Dakota",,,99,90,90
"G4600170","2013-2017",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, South Dakota",,,41,33,33
"G4600190","2013-2017",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, South Dakota",,,180,210,194
"G4600210","2013-2017",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, South Dakota",,,75,72,36
"G4600230","2013-2017",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mix County, South Dakota",,,111,88,77
"G4600250","2013-2017",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, South Dakota",,,104,81,77
"G4600270","2013-2017",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, South Dakota",,,224,146,232
"G4600290","2013-2017",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Codington County, South Dakota",,,225,296,311
"G4600310","2013-2017",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson County, South Dakota",,,33,38,39
"G4600330","2013-2017",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, South Dakota",,,254,233,140
"G4600350","2013-2017",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davison County, South Dakota",,,249,268,323
"G4600370","2013-2017",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Day County, South Dakota",,,97,103,99
"G4600390","2013-2017",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, South Dakota",,,85,74,76
"G4600410","2013-2017",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, South Dakota",,,55,58,54
"G4600430","2013-2017",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, South Dakota",,,90,85,64
"G4600450","2013-2017",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmunds County, South Dakota",,,119,105,64
"G4600470","2013-2017",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River County, South Dakota",,,159,159,165
"G4600490","2013-2017",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulk County, South Dakota",,,81,74,56
"G4600510","2013-2017",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, South Dakota",,,101,133,124
"G4600530","2013-2017",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregory County, South Dakota",,,100,76,71
"G4600550","2013-2017",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haakon County, South Dakota",,,78,79,68
"G4600570","2013-2017",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamlin County, South Dakota",,,180,113,99
"G4600590","2013-2017",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hand County, South Dakota",,,69,64,65
"G4600610","2013-2017",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson County, South Dakota",,,64,63,32
"G4600630","2013-2017",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, South Dakota",,,45,42,36
"G4600650","2013-2017",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hughes County, South Dakota",,,179,270,289
"G4600670","2013-2017",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, South Dakota",,,111,115,95
"G4600690","2013-2017",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, South Dakota",,,48,54,31
"G4600710","2013-2017",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, South Dakota",,,75,71,61
"G4600730","2013-2017",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerauld County, South Dakota",,,60,62,51
"G4600750","2013-2017",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, South Dakota",,,39,35,33
"G4600770","2013-2017",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingsbury County, South Dakota",,,108,92,73
"G4600790","2013-2017",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, South Dakota",,,158,177,178
"G4600810","2013-2017",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, South Dakota",,,364,318,351
"G4600830","2013-2017",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, South Dakota",,,277,274,318
"G4600850","2013-2017",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyman County, South Dakota",,,65,61,63
"G4600870","2013-2017",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"McCook County, South Dakota",,,107,107,71
"G4600890","2013-2017",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, South Dakota",,,95,83,56
"G4600910","2013-2017",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, South Dakota",,,128,99,84
"G4600930","2013-2017",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, South Dakota",,,225,267,267
"G4600950","2013-2017",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mellette County, South Dakota",,,41,48,39
"G4600970","2013-2017",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miner County, South Dakota",,,65,61,54
"G4600990","2013-2017",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Minnehaha County, South Dakota",,,616,750,736
"G4601010","2013-2017",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moody County, South Dakota",,,214,143,127
"G4601020","2013-2017",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglala Lakota County, South Dakota",,,106,125,128
"G4601030","2013-2017",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, South Dakota",,,608,656,696
"G4601050","2013-2017",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, South Dakota",,,90,69,58
"G4601070","2013-2017",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, South Dakota",,,62,57,34
"G4601090","2013-2017",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, South Dakota",,,109,118,114
"G4601110","2013-2017",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanborn County, South Dakota",,,73,68,48
"G4601150","2013-2017",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spink County, South Dakota",,,108,103,81
"G4601170","2013-2017",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanley County, South Dakota",,,75,73,79
"G4601190","2013-2017",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sully County, South Dakota",,,44,42,37
"G4601210","2013-2017",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, South Dakota",,,78,103,110
"G4601230","2013-2017",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tripp County, South Dakota",,,154,119,135
"G4601250","2013-2017",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, South Dakota",,,104,100,85
"G4601270","2013-2017",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Dakota",,,153,201,179
"G4601290","2013-2017",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walworth County, South Dakota",,,138,138,121
"G4601350","2013-2017",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yankton County, South Dakota",,,259,282,242
"G4601370","2013-2017",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ziebach County, South Dakota",,,32,31,32
"G4700010","2013-2017",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Tennessee",,,549,557,525
"G4700030","2013-2017",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Tennessee",,,323,432,437
"G4700050","2013-2017",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Tennessee",,,240,273,228
"G4700070","2013-2017",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bledsoe County, Tennessee",,,201,243,212
"G4700090","2013-2017",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Tennessee",,,618,669,679
"G4700110","2013-2017",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Tennessee",,,555,737,714
"G4700130","2013-2017",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Tennessee",,,375,456,392
"G4700150","2013-2017",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon County, Tennessee",,,159,219,196
"G4700170","2013-2017",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Tennessee",,,297,345,337
"G4700190","2013-2017",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Tennessee",,,438,444,411
"G4700210","2013-2017",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheatham County, Tennessee",,,235,324,321
"G4700230","2013-2017",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, Tennessee",,,251,293,249
"G4700250","2013-2017",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Tennessee",,,307,365,334
"G4700270","2013-2017",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Tennessee",,,211,147,183
"G4700290","2013-2017",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocke County, Tennessee",,,394,465,474
"G4700310","2013-2017",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Tennessee",,,391,504,428
"G4700330","2013-2017",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Tennessee",,,157,189,199
"G4700350","2013-2017",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Tennessee",,,425,464,413
"G4700370","2013-2017",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, Tennessee",,,1378,1787,1922
"G4700390","2013-2017",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Tennessee",,,189,197,201
"G4700410","2013-2017",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Tennessee",,,291,303,269
"G4700430","2013-2017",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickson County, Tennessee",,,349,418,467
"G4700450","2013-2017",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dyer County, Tennessee",,,342,449,465
"G4700470","2013-2017",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Tennessee",,,243,292,283
"G4700490","2013-2017",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fentress County, Tennessee",,,242,281,226
"G4700510","2013-2017",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Tennessee",,,353,437,402
"G4700530","2013-2017",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Tennessee",,,451,533,481
"G4700550","2013-2017",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Giles County, Tennessee",,,294,332,317
"G4700570","2013-2017",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grainger County, Tennessee",,,258,250,267
"G4700590","2013-2017",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",,,587,552,554
"G4700610","2013-2017",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Tennessee",,,180,196,174
"G4700630","2013-2017",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamblen County, Tennessee",,,537,542,571
"G4700650","2013-2017",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",,,1141,1276,1379
"G4700670","2013-2017",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Tennessee",,,117,145,118
"G4700690","2013-2017",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Tennessee",,,278,296,327
"G4700710","2013-2017",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Tennessee",,,354,387,326
"G4700730","2013-2017",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawkins County, Tennessee",,,448,505,443
"G4700750","2013-2017",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, Tennessee",,,216,249,275
"G4700770","2013-2017",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Tennessee",,,344,450,406
"G4700790","2013-2017",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Tennessee",,,359,370,333
"G4700810","2013-2017",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Tennessee",,,273,354,313
"G4700830","2013-2017",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Tennessee",,,150,157,108
"G4700850","2013-2017",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Tennessee",,,246,285,280
