GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UM001,AJ1UM002,AJ1UM003
"G0100010","2014-2018",,,"Alabama","01","Autauga County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Autauga County, Alabama",,,383,494,448
"G0100030","2014-2018",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldwin County, Alabama",,,1183,1171,1053
"G0100050","2014-2018",,,"Alabama","01","Barbour County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, Alabama",,,280,284,324
"G0100070","2014-2018",,,"Alabama","01","Bibb County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bibb County, Alabama",,,321,333,290
"G0100090","2014-2018",,,"Alabama","01","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Alabama",,,396,494,410
"G0100110","2014-2018",,,"Alabama","01","Bullock County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullock County, Alabama",,,196,213,193
"G0100130","2014-2018",,,"Alabama","01","Butler County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Alabama",,,274,232,234
"G0100150","2014-2018",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Alabama",,,683,654,710
"G0100170","2014-2018",,,"Alabama","01","Chambers County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers County, Alabama",,,372,398,435
"G0100190","2014-2018",,,"Alabama","01","Cherokee County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Alabama",,,370,410,323
"G0100210","2014-2018",,,"Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chilton County, Alabama",,,494,528,494
"G0100230","2014-2018",,,"Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Alabama",,,241,237,189
"G0100250","2014-2018",,,"Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Alabama",,,322,359,289
"G0100270","2014-2018",,,"Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Alabama",,,241,246,198
"G0100290","2014-2018",,,"Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Alabama",,,180,222,213
"G0100310","2014-2018",,,"Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Alabama",,,339,403,455
"G0100330","2014-2018",,,"Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colbert County, Alabama",,,445,529,404
"G0100350","2014-2018",,,"Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conecuh County, Alabama",,,254,298,213
"G0100370","2014-2018",,,"Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coosa County, Alabama",,,243,227,172
"G0100390","2014-2018",,,"Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Alabama",,,381,336,334
"G0100410","2014-2018",,,"Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crenshaw County, Alabama",,,193,198,147
"G0100430","2014-2018",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cullman County, Alabama",,,592,645,494
"G0100450","2014-2018",,,"Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale County, Alabama",,,402,341,443
"G0100470","2014-2018",,,"Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Alabama",,,360,403,397
"G0100490","2014-2018",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Alabama",,,621,565,628
"G0100510","2014-2018",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Alabama",,,638,702,474
"G0100530","2014-2018",,,"Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Alabama",,,429,423,366
"G0100550","2014-2018",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Etowah County, Alabama",,,531,604,632
"G0100570","2014-2018",,,"Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Alabama",,,236,229,221
"G0100590","2014-2018",,,"Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Alabama",,,295,388,393
"G0100610","2014-2018",,,"Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Geneva County, Alabama",,,351,322,326
"G0100630","2014-2018",,,"Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Alabama",,,217,221,200
"G0100650","2014-2018",,,"Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Alabama",,,227,214,211
"G0100670","2014-2018",,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Alabama",,,252,267,177
"G0100690","2014-2018",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Alabama",,,346,310,342
"G0100710","2014-2018",,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Alabama",,,420,502,378
"G0100730","2014-2018",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Alabama",,,1524,1931,1721
"G0100750","2014-2018",,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Alabama",,,265,250,209
"G0100770","2014-2018",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",,,545,581,596
"G0100790","2014-2018",,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Alabama",,,345,343,268
"G0100810","2014-2018",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Alabama",,,763,930,858
"G0100830","2014-2018",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Alabama",,,524,688,577
"G0100850","2014-2018",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Alabama",,,158,204,162
"G0100870","2014-2018",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Alabama",,,268,234,236
"G0100890","2014-2018",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Alabama",,,1161,1375,1312
"G0100910","2014-2018",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo County, Alabama",,,271,269,326
"G0100930","2014-2018",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Alabama",,,403,416,359
"G0100950","2014-2018",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Alabama",,,540,596,578
"G0100970","2014-2018",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile County, Alabama",,,1271,1379,1228
"G0100990","2014-2018",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Alabama",,,259,280,327
"G0101010","2014-2018",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Alabama",,,873,995,982
"G0101030","2014-2018",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Alabama",,,672,703,670
"G0101050","2014-2018",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Alabama",,,238,240,190
"G0101070","2014-2018",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Alabama",,,262,285,217
"G0101090","2014-2018",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Alabama",,,553,369,498
"G0101110","2014-2018",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Alabama",,,314,334,307
"G0101130","2014-2018",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Alabama",,,505,510,656
"G0101150","2014-2018",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Alabama",,,526,685,600
"G0101170","2014-2018",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Alabama",,,781,882,708
"G0101190","2014-2018",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Alabama",,,276,269,263
"G0101210","2014-2018",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Talladega County, Alabama",,,559,601,525
"G0101230","2014-2018",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallapoosa County, Alabama",,,444,438,403
"G0101250","2014-2018",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",,,805,811,959
"G0101270","2014-2018",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Alabama",,,517,547,479
"G0101290","2014-2018",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Alabama",,,269,247,214
"G0101310","2014-2018",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Alabama",,,181,203,168
"G0101330","2014-2018",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Alabama",,,342,344,218
"G0200130","2014-2018",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough, Alaska",,,141,86,66
"G0200160","2014-2018",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians West Census Area, Alaska",,,128,40,110
"G0200200","2014-2018",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",,,866,1124,1112
"G0200500","2014-2018",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel Census Area, Alaska",,,160,165,122
"G0200600","2014-2018",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough, Alaska",,,41,25,29
"G0200680","2014-2018",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough, Alaska",,,228,188,56
"G0200700","2014-2018",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area, Alaska",,,71,67,55
"G0200900","2014-2018",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",,,746,750,831
"G0201000","2014-2018",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough, Alaska",,,94,116,106
"G0201050","2014-2018",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area, Alaska",,,87,75,36
"G0201100","2014-2018",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough, Alaska",,,225,275,281
"G0201220","2014-2018",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough, Alaska",,,345,325,334
"G0201300","2014-2018",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough, Alaska",,,130,150,126
"G0201500","2014-2018",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough, Alaska",,,152,180,209
"G0201580","2014-2018",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kusilvak Census Area, Alaska",,,63,52,55
"G0201640","2014-2018",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough, Alaska",,,121,85,42
"G0201700","2014-2018",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",,,363,395,339
"G0201800","2014-2018",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area, Alaska",,,114,86,88
"G0201850","2014-2018",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough, Alaska",,,225,150,136
"G0201880","2014-2018",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Arctic Borough, Alaska",,,62,64,55
"G0201950","2014-2018",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg Borough, Alaska",,,102,78,64
"G0201980","2014-2018",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area, Alaska",,,80,73,53
"G0202200","2014-2018",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sitka City and Borough, Alaska",,,119,118,139
"G0202300","2014-2018",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagway Municipality, Alaska",,,54,40,26
"G0202400","2014-2018",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Fairbanks Census Area, Alaska",,,121,105,85
"G0202610","2014-2018",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valdez-Cordova Census Area, Alaska",,,160,159,156
"G0202750","2014-2018",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrangell City and Borough, Alaska",,,78,64,60
"G0202820","2014-2018",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakutat City and Borough, Alaska",,,27,19,19
"G0202900","2014-2018",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon-Koyukuk Census Area, Alaska",,,77,72,54
"G0400010","2014-2018",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Apache County, Arizona",,,382,323,296
"G0400030","2014-2018",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochise County, Arizona",,,846,745,700
"G0400050","2014-2018",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coconino County, Arizona",,,885,669,939
"G0400070","2014-2018",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gila County, Arizona",,,490,540,465
"G0400090","2014-2018",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, Arizona",,,355,289,309
"G0400110","2014-2018",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County, Arizona",,,179,135,179
"G0400120","2014-2018",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paz County, Arizona",,,484,389,358
"G0400130","2014-2018",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County, Arizona",,,4569,5621,4214
"G0400150","2014-2018",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",,,1076,1108,1017
"G0400170","2014-2018",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",,,590,430,514
"G0400190","2014-2018",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",,,1798,1829,1815
"G0400210","2014-2018",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",,,1532,1706,1394
"G0400230","2014-2018",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",,,327,426,391
"G0400250","2014-2018",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",,,1096,1126,1067
"G0400270","2014-2018",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",,,860,947,743
"G0500010","2014-2018",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",,,248,226,253
"G0500030","2014-2018",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",,,332,308,260
"G0500050","2014-2018",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",,,397,425,419
"G0500070","2014-2018",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",,,722,930,1022
"G0500090","2014-2018",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",,,327,392,354
"G0500110","2014-2018",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",,,146,172,186
"G0500130","2014-2018",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",,,119,122,82
"G0500150","2014-2018",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",,,366,321,300
"G0500170","2014-2018",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",,,189,176,159
"G0500190","2014-2018",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",,,274,258,309
"G0500210","2014-2018",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",,,206,248,211
"G0500230","2014-2018",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",,,313,358,291
"G0500250","2014-2018",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",,,144,172,136
"G0500270","2014-2018",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",,,405,327,364
"G0500290","2014-2018",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",,,242,324,314
"G0500310","2014-2018",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",,,579,639,697
"G0500330","2014-2018",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",,,393,502,419
"G0500350","2014-2018",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",,,310,387,377
"G0500370","2014-2018",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",,,222,211,243
"G0500390","2014-2018",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",,,164,146,164
"G0500410","2014-2018",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",,,201,211,230
"G0500430","2014-2018",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",,,240,227,222
"G0500450","2014-2018",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",,,623,618,773
"G0500470","2014-2018",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",,,261,238,238
"G0500490","2014-2018",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",,,264,263,202
"G0500510","2014-2018",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",,,775,707,792
"G0500530","2014-2018",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",,,231,242,231
"G0500550","2014-2018",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",,,336,390,396
"G0500570","2014-2018",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",,,318,320,365
"G0500590","2014-2018",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",,,343,404,375
"G0500610","2014-2018",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",,,230,222,213
"G0500630","2014-2018",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",,,396,463,374
"G0500650","2014-2018",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",,,239,222,171
"G0500670","2014-2018",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",,,286,241,215
"G0500690","2014-2018",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",,,486,493,603
"G0500710","2014-2018",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",,,246,291,300
"G0500730","2014-2018",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",,,160,126,135
"G0500750","2014-2018",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",,,189,178,181
"G0500770","2014-2018",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",,,195,175,173
"G0500790","2014-2018",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",,,374,282,241
"G0500810","2014-2018",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",,,226,230,228
"G0500830","2014-2018",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",,,259,318,276
"G0500850","2014-2018",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",,,397,608,498
"G0500870","2014-2018",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",,,193,264,233
"G0500890","2014-2018",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",,,312,235,206
"G0500910","2014-2018",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",,,439,372,471
"G0500930","2014-2018",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",,,392,346,420
"G0500950","2014-2018",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",,,166,142,139
"G0500970","2014-2018",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",,,228,216,147
"G0500990","2014-2018",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",,,243,205,204
"G0501010","2014-2018",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",,,200,187,85
"G0501030","2014-2018",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",,,389,365,315
"G0501050","2014-2018",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",,,174,177,166
"G0501070","2014-2018",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",,,278,335,355
"G0501090","2014-2018",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",,,182,174,163
"G0501110","2014-2018",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",,,245,300,272
"G0501130","2014-2018",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",,,262,254,240
"G0501150","2014-2018",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",,,479,523,461
"G0501170","2014-2018",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",,,139,143,144
"G0501190","2014-2018",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",,,1310,1360,1528
"G0501210","2014-2018",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",,,239,268,278
"G0501230","2014-2018",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",,,283,292,308
"G0501250","2014-2018",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",,,612,687,708
