GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UM001,AJ1UM002,AJ1UM003
"G5100610","2014-2018",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,361,453,419
"G5100630","2014-2018",,,"Virginia","51","Floyd County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Virginia",,,238,265,253
"G5100650","2014-2018",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fluvanna County, Virginia",,,242,347,291
"G5100670","2014-2018",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Virginia",,,417,469,524
"G5100690","2014-2018",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,452,646,527
"G5100710","2014-2018",,,"Virginia","51","Giles County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Giles County, Virginia",,,237,229,216
"G5100730","2014-2018",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, Virginia",,,286,424,421
"G5100750","2014-2018",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Goochland County, Virginia",,,219,281,239
"G5100770","2014-2018",,,"Virginia","51","Grayson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Virginia",,,382,323,193
"G5100790","2014-2018",,,"Virginia","51","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Virginia",,,230,292,231
"G5100810","2014-2018",,,"Virginia","51","Greensville County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greensville County, Virginia",,,205,215,188
"G5100830","2014-2018",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, Virginia",,,380,344,329
"G5100850","2014-2018",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,446,550,437
"G5100870","2014-2018",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henrico County, Virginia",,,870,1126,1117
"G5100890","2014-2018",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Virginia",,,518,492,516
"G5100910","2014-2018",,,"Virginia","51","Highland County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Highland County, Virginia",,,64,100,75
"G5100930","2014-2018",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Isle of Wight County, Virginia",,,278,351,347
"G5100950","2014-2018",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,522,557,574
"G5100970","2014-2018",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"King and Queen County, Virginia",,,159,180,122
"G5100990","2014-2018",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"King George County, Virginia",,,208,282,267
"G5101010","2014-2018",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"King William County, Virginia",,,212,235,184
"G5101030","2014-2018",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Virginia",,,248,268,228
"G5101050","2014-2018",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Virginia",,,346,291,348
"G5101070","2014-2018",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Loudoun County, Virginia",,,536,934,854
"G5101090","2014-2018",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Virginia",,,410,430,357
"G5101110","2014-2018",,,"Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lunenburg County, Virginia",,,221,191,173
"G5101130","2014-2018",,,"Virginia","51","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Virginia",,,236,259,275
"G5101150","2014-2018",,,"Virginia","51","Mathews County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mathews County, Virginia",,,279,249,196
"G5101170","2014-2018",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, Virginia",,,385,336,340
"G5101190","2014-2018",,,"Virginia","51","Middlesex County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Virginia",,,228,212,181
"G5101210","2014-2018",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Virginia",,,638,680,818
"G5101250","2014-2018",,,"Virginia","51","Nelson County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Virginia",,,341,311,264
"G5101270","2014-2018",,,"Virginia","51","New Kent County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Kent County, Virginia",,,235,292,235
"G5101310","2014-2018",,,"Virginia","51","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, Virginia",,,229,178,231
"G5101330","2014-2018",,,"Virginia","51","Northumberland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Northumberland County, Virginia",,,319,269,240
"G5101350","2014-2018",,,"Virginia","51","Nottoway County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nottoway County, Virginia",,,303,334,345
"G5101370","2014-2018",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Virginia",,,367,497,394
"G5101390","2014-2018",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Virginia",,,327,285,284
"G5101410","2014-2018",,,"Virginia","51","Patrick County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Patrick County, Virginia",,,245,279,248
"G5101430","2014-2018",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsylvania County, Virginia",,,444,452,505
"G5101450","2014-2018",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Powhatan County, Virginia",,,257,312,234
"G5101470","2014-2018",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince Edward County, Virginia",,,405,324,364
"G5101490","2014-2018",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince George County, Virginia",,,319,343,320
"G5101530","2014-2018",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince William County, Virginia",,,767,1165,1120
"G5101550","2014-2018",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Virginia",,,409,412,377
"G5101570","2014-2018",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rappahannock County, Virginia",,,214,179,154
"G5101590","2014-2018",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Virginia",,,261,211,185
"G5101610","2014-2018",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",,,407,637,551
"G5101630","2014-2018",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockbridge County, Virginia",,,369,340,299
"G5101650","2014-2018",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, Virginia",,,408,616,572
"G5101670","2014-2018",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Virginia",,,346,342,318
"G5101690","2014-2018",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Virginia",,,274,260,238
"G5101710","2014-2018",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenandoah County, Virginia",,,370,406,414
"G5101730","2014-2018",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Smyth County, Virginia",,,333,292,273
"G5101750","2014-2018",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Southampton County, Virginia",,,216,275,256
"G5101770","2014-2018",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",,,434,607,559
"G5101790","2014-2018",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",,,398,704,678
"G5101810","2014-2018",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, Virginia",,,164,132,151
"G5101830","2014-2018",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Virginia",,,460,311,221
"G5101850","2014-2018",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Virginia",,,460,464,376
"G5101870","2014-2018",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Virginia",,,314,355,323
"G5101910","2014-2018",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Virginia",,,391,410,387
"G5101930","2014-2018",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Virginia",,,357,381,357
"G5101950","2014-2018",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Virginia",,,377,413,415
"G5101970","2014-2018",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wythe County, Virginia",,,349,402,354
"G5101990","2014-2018",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,405,503,441
"G5105100","2014-2018",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,585,697,793
"G5105200","2014-2018",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol city, Virginia",,,251,293,331
"G5105300","2014-2018",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista city, Virginia",,,191,215,194
"G5105400","2014-2018",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlottesville city, Virginia",,,341,416,490
"G5105500","2014-2018",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,772,911,1034
"G5105700","2014-2018",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colonial Heights city, Virginia",,,159,225,216
"G5105800","2014-2018",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington city, Virginia",,,123,142,139
"G5105900","2014-2018",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville city, Virginia",,,455,321,467
"G5105950","2014-2018",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,"Emporia city, Virginia",,,182,135,185
"G5106000","2014-2018",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfax city, Virginia",,,170,237,249
"G5106100","2014-2018",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls Church city, Virginia",,,193,167,194
"G5106200","2014-2018",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Virginia",,,144,185,210
"G5106300","2014-2018",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fredericksburg city, Virginia",,,314,324,403
"G5106400","2014-2018",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,"Galax city, Virginia",,,164,217,186
"G5106500","2014-2018",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton city, Virginia",,,650,803,908
"G5106600","2014-2018",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisonburg city, Virginia",,,338,376,459
"G5106700","2014-2018",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopewell city, Virginia",,,286,309,309
"G5106780","2014-2018",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington city, Virginia",,,236,186,182
"G5106800","2014-2018",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",,,633,469,641
"G5106830","2014-2018",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas city, Virginia",,,210,335,347
"G5106850","2014-2018",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas Park city, Virginia",,,118,202,218
"G5106900","2014-2018",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville city, Virginia",,,217,257,261
"G5107000","2014-2018",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport News city, Virginia",,,840,776,1013
"G5107100","2014-2018",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk city, Virginia",,,867,720,867
"G5107200","2014-2018",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton city, Virginia",,,145,143,165
"G5107300","2014-2018",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg city, Virginia",,,322,340,401
"G5107350","2014-2018",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poquoson city, Virginia",,,86,160,151
"G5107400","2014-2018",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",,,510,516,589
"G5107500","2014-2018",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radford city, Virginia",,,289,266,337
"G5107600","2014-2018",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, Virginia",,,793,736,895
"G5107700","2014-2018",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke city, Virginia",,,532,704,736
"G5107750","2014-2018",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem city, Virginia",,,256,276,297
"G5107900","2014-2018",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,"Staunton city, Virginia",,,260,309,353
"G5108000","2014-2018",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,360,556,591
"G5108100","2014-2018",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",,,882,1264,1338
"G5108200","2014-2018",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",,,270,357,359
"G5108300","2014-2018",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg city, Virginia",,,206,169,216
"G5108400","2014-2018",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester city, Virginia",,,292,312,375
"G5300010","2014-2018",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Washington",,,143,247,236
"G5300030","2014-2018",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Asotin County, Washington",,,209,300,302
"G5300050","2014-2018",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Washington",,,607,730,807
"G5300070","2014-2018",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",,,606,607,561
"G5300090","2014-2018",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clallam County, Washington",,,449,580,502
"G5300110","2014-2018",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Washington",,,773,1138,1105
"G5300130","2014-2018",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Washington",,,106,79,99
"G5300150","2014-2018",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowlitz County, Washington",,,442,632,612
"G5300170","2014-2018",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Washington",,,261,356,380
"G5300190","2014-2018",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry County, Washington",,,156,137,143
"G5300210","2014-2018",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",,,285,454,498
"G5300230","2014-2018",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Washington",,,74,76,79
"G5300250","2014-2018",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",,,582,598,676
"G5300270","2014-2018",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",,,612,527,609
"G5300290","2014-2018",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",,,622,543,537
"G5300310","2014-2018",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Washington",,,381,397,408
"G5300330","2014-2018",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Washington",,,2693,3264,3208
"G5300350","2014-2018",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitsap County, Washington",,,985,1069,1138
"G5300370","2014-2018",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittitas County, Washington",,,429,311,429
"G5300390","2014-2018",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Klickitat County, Washington",,,264,342,317
"G5300410","2014-2018",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",,,445,465,452
"G5300430","2014-2018",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Washington",,,129,121,106
"G5300450","2014-2018",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",,,651,668,516
"G5300470","2014-2018",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Okanogan County, Washington",,,488,401,454
"G5300490","2014-2018",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacific County, Washington",,,386,321,261
"G5300510","2014-2018",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pend Oreille County, Washington",,,229,250,176
"G5300530","2014-2018",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Washington",,,1118,1871,1699
"G5300550","2014-2018",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Washington",,,202,167,153
"G5300570","2014-2018",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagit County, Washington",,,541,671,757
"G5300590","2014-2018",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Skamania County, Washington",,,121,147,123
"G5300610","2014-2018",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish County, Washington",,,1259,1750,1609
"G5300630","2014-2018",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane County, Washington",,,1174,1555,1563
"G5300650","2014-2018",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Washington",,,362,424,353
"G5300670","2014-2018",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Washington",,,826,1250,1267
"G5300690","2014-2018",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahkiakum County, Washington",,,111,124,68
"G5300710","2014-2018",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walla Walla County, Washington",,,431,484,482
"G5300730","2014-2018",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whatcom County, Washington",,,737,848,1039
"G5300750","2014-2018",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman County, Washington",,,473,303,511
"G5300770","2014-2018",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima County, Washington",,,551,892,954
"G5400010","2014-2018",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, West Virginia",,,198,261,235
"G5400030","2014-2018",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",,,521,715,660
"G5400050","2014-2018",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, West Virginia",,,249,314,266
"G5400070","2014-2018",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Braxton County, West Virginia",,,278,243,194
"G5400090","2014-2018",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooke County, West Virginia",,,198,278,287
"G5400110","2014-2018",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabell County, West Virginia",,,647,591,580
"G5400130","2014-2018",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, West Virginia",,,188,200,143
"G5400150","2014-2018",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, West Virginia",,,189,178,136
"G5400170","2014-2018",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddridge County, West Virginia",,,195,188,107
"G5400190","2014-2018",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, West Virginia",,,417,461,360
"G5400210","2014-2018",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, West Virginia",,,132,133,122
"G5400230","2014-2018",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, West Virginia",,,213,220,151
"G5400250","2014-2018",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",,,408,488,369
"G5400270","2014-2018",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",,,410,444,393
"G5400290","2014-2018",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, West Virginia",,,305,393,367
"G5400310","2014-2018",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardy County, West Virginia",,,242,251,226
"G5400330","2014-2018",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",,,453,517,518
"G5400350","2014-2018",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, West Virginia",,,342,369,308
"G5400370","2014-2018",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",,,293,342,362
"G5400390","2014-2018",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",,,910,965,858
"G5400410","2014-2018",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, West Virginia",,,211,234,232
"G5400430","2014-2018",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",,,327,382,281
"G5400450","2014-2018",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, West Virginia",,,337,417,384
"G5400470","2014-2018",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, West Virginia",,,375,312,249
"G5400490","2014-2018",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, West Virginia",,,354,413,412
"G5400510","2014-2018",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, West Virginia",,,400,344,265
"G5400530","2014-2018",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, West Virginia",,,342,347,301
"G5400550","2014-2018",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, West Virginia",,,495,610,529
"G5400570","2014-2018",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, West Virginia",,,271,382,361
"G5400590","2014-2018",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mingo County, West Virginia",,,249,285,290
"G5400610","2014-2018",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",,,599,567,654
"G5400630","2014-2018",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, West Virginia",,,230,219,196
"G5400650","2014-2018",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, West Virginia",,,289,298,230
"G5400670","2014-2018",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",,,339,363,287
"G5400690","2014-2018",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, West Virginia",,,319,379,389
