GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFE001,AMUFE002,AMUFE003
"G3900930","2016-2020","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",,,121669,88160,33509
"G3900950","2016-2020","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",,,181472,108632,72840
"G3900970","2016-2020","OH",,,"Ohio","39","Madison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39097","Madison County, Ohio",,,15017,11051,3966
"G3900990","2016-2020","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",,,98869,68815,30054
"G3901010","2016-2020","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,,24617,16598,8019
"G3901030","2016-2020","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",,,69739,55479,14260
"G3901050","2016-2020","OH",,,"Ohio","39","Meigs County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39105","Meigs County, Ohio",,,9090,7008,2082
"G3901070","2016-2020","OH",,,"Ohio","39","Mercer County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39107","Mercer County, Ohio",,,16078,12747,3331
"G3901090","2016-2020","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",,,41260,29748,11512
"G3901110","2016-2020","OH",,,"Ohio","39","Monroe County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39111","Monroe County, Ohio",,,5854,4569,1285
"G3901130","2016-2020","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",,,227077,139416,87661
"G3901150","2016-2020","OH",,,"Ohio","39","Morgan County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39115","Morgan County, Ohio",,,6076,4640,1436
"G3901170","2016-2020","OH",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39117","Morrow County, Ohio",,,13064,10773,2291
"G3901190","2016-2020","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,33797,23575,10222
"G3901210","2016-2020","OH",,,"Ohio","39","Noble County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39121","Noble County, Ohio",,,4969,4052,917
"G3901230","2016-2020","OH",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39123","Ottawa County, Ohio",,,18240,14406,3834
"G3901250","2016-2020","OH",,,"Ohio","39","Paulding County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39125","Paulding County, Ohio",,,7692,6179,1513
"G3901270","2016-2020","OH",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39127","Perry County, Ohio",,,13216,10013,3203
"G3901290","2016-2020","OH",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39129","Pickaway County, Ohio",,,19808,14585,5223
"G3901310","2016-2020","OH",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39131","Pike County, Ohio",,,11037,7378,3659
"G3901330","2016-2020","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",,,62785,44309,18476
"G3901350","2016-2020","OH",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39135","Preble County, Ohio",,,16417,12817,3600
"G3901370","2016-2020","OH",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39137","Putnam County, Ohio",,,13301,10950,2351
"G3901390","2016-2020","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",,,48967,32762,16205
"G3901410","2016-2020","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,29080,20670,8410
"G3901430","2016-2020","OH",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39143","Sandusky County, Ohio",,,23825,17046,6779
"G3901450","2016-2020","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,29561,19924,9637
"G3901470","2016-2020","OH",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39147","Seneca County, Ohio",,,21759,15940,5819
"G3901490","2016-2020","OH",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39149","Shelby County, Ohio",,,18670,13181,5489
"G3901510","2016-2020","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",,,154322,105096,49226
"G3901530","2016-2020","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",,,226721,150587,76134
"G3901550","2016-2020","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",,,85917,60450,25467
"G3901570","2016-2020","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,36906,26155,10751
"G3901590","2016-2020","OH",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39159","Union County, Ohio",,,20695,16576,4119
"G3901610","2016-2020","OH",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39161","Van Wert County, Ohio",,,11640,9042,2598
"G3901630","2016-2020","OH",,,"Ohio","39","Vinton County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39163","Vinton County, Ohio",,,5221,3992,1229
"G3901650","2016-2020","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",,,84127,65284,18843
"G3901670","2016-2020","OH",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39167","Washington County, Ohio",,,24803,18289,6514
"G3901690","2016-2020","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",,,44238,32907,11331
