GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37E001,AH37E002,AH37E003
"G0501170","2013-2017",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",,,3920,2776,1144
"G0501190","2013-2017",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",,,155435,91503,63932
"G0501210","2013-2017",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",,,7339,5282,2057
"G0501230","2013-2017",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",,,9325,5462,3863
"G0501250","2013-2017",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",,,43314,33424,9890
"G0501270","2013-2017",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",,,3972,2930,1042
"G0501290","2013-2017",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",,,3336,2649,687
"G0501310","2013-2017",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",,,50301,30067,20234
"G0501330","2013-2017",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",,,5984,4504,1480
"G0501350","2013-2017",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",,,7296,5360,1936
"G0501370","2013-2017",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",,,4910,3790,1120
"G0501390","2013-2017",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",,,16189,11892,4297
"G0501410","2013-2017",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",,,6867,5288,1579
"G0501430","2013-2017",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",,,84460,45031,39429
"G0501450","2013-2017",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",,,29217,19632,9585
"G0501470","2013-2017",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",,,2874,1892,982
"G0501490","2013-2017",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",,,7555,5355,2200
"G0600010","2013-2017",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",,,569070,301667,267403
"G0600030","2013-2017",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",,,304,253,51
"G0600050","2013-2017",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",,,14185,10921,3264
"G0600070","2013-2017",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",,,86167,50844,35323
"G0600090","2013-2017",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",,,17812,13931,3881
"G0600110","2013-2017",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",,,7047,4521,2526
"G0600130","2013-2017",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",,,389597,255201,134396
"G0600150","2013-2017",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",,,9683,5996,3687
"G0600170","2013-2017",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",,,68084,51948,16136
"G0600190","2013-2017",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",,,301824,160001,141823
"G0600210","2013-2017",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",,,9936,5724,4212
"G0600230","2013-2017",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",,,53966,30500,23466
"G0600250","2013-2017",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",,,45198,25507,19691
"G0600270","2013-2017",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",,,8026,5109,2917
"G0600290","2013-2017",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",,,264993,151564,113429
"G0600310","2013-2017",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",,,42349,21925,20424
"G0600330","2013-2017",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",,,26327,17362,8965
"G0600350","2013-2017",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",,,9441,6230,3211
"G0600370","2013-2017",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",,,3295198,1512364,1782834
"G0600390","2013-2017",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",,,44458,27701,16757
"G0600410","2013-2017",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",,,104846,67296,37550
"G0600430","2013-2017",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",,,7434,5259,2175
"G0600450","2013-2017",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",,,34182,20230,13952
"G0600470","2013-2017",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",,,79261,41206,38055
"G0600490","2013-2017",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",,,3638,2655,983
"G0600510","2013-2017",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",,,4899,2750,2149
"G0600530","2013-2017",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",,,125939,63873,62066
"G0600550","2013-2017",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",,,49044,30954,18090
"G0600570","2013-2017",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",,,40386,29975,10411
"G0600590","2013-2017",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",,,1024976,588551,436425
"G0600610","2013-2017",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",,,138564,98153,40411
"G0600630","2013-2017",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",,,8287,6016,2271
"G0600650","2013-2017",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",,,711724,462788,248936
"G0600670","2013-2017",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",,,532050,295276,236774
"G0600690","2013-2017",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",,,17440,11103,6337
"G0600710","2013-2017",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",,,623642,369329,254313
"G0600730","2013-2017",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",,,1111739,589144,522595
"G0600750","2013-2017",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",,,358772,133812,224960
"G0600770","2013-2017",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",,,223808,124734,99074
"G0600790","2013-2017",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",,,105044,63052,41992
"G0600810","2013-2017",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",,,261796,156400,105396
"G0600830","2013-2017",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",,,144015,75308,68707
"G0600850","2013-2017",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",,,630451,358864,271587
"G0600870","2013-2017",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",,,95536,56992,38544
"G0600890","2013-2017",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",,,70486,44095,26391
"G0600910","2013-2017",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",,,1208,963,245
"G0600930","2013-2017",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",,,19018,12457,6561
"G0600950","2013-2017",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",,,147352,88381,58971
"G0600970","2013-2017",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",,,190058,114608,75450
"G0600990","2013-2017",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",,,171324,97790,73534
"G0601010","2013-2017",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",,,32188,18357,13831
"G0601030","2013-2017",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",,,23712,15934,7778
"G0601050","2013-2017",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",,,5462,3758,1704
"G0601070","2013-2017",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",,,135144,75975,59169
"G0601090","2013-2017",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",,,22267,15458,6809
"G0601110","2013-2017",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",,,270046,170678,99368
"G0601130","2013-2017",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",,,72845,37809,35036
"G0601150","2013-2017",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,25880,15063,10817
"G0800010","2013-2017",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",,,162508,105226,57282
"G0800030","2013-2017",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",,,6049,3443,2606
"G0800050","2013-2017",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",,,235263,147380,87883
"G0800070","2013-2017",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",,,5553,4076,1477
"G0800090","2013-2017",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",,,1603,1148,455
"G0800110","2013-2017",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",,,1760,1101,659
"G0800130","2013-2017",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",,,125026,77815,47211
"G0800140","2013-2017",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,25938,17307,8631
"G0800150","2013-2017",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",,,7900,6091,1809
"G0800170","2013-2017",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",,,776,570,206
"G0800190","2013-2017",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",,,4374,3377,997
"G0800210","2013-2017",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",,,2992,2336,656
"G0800230","2013-2017",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",,,1568,1119,449
"G0800250","2013-2017",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",,,1215,898,317
"G0800270","2013-2017",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",,,2093,1714,379
"G0800290","2013-2017",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",,,12119,8608,3511
"G0800310","2013-2017",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",,,287262,143874,143388
"G0800330","2013-2017",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",,,707,564,143
"G0800350","2013-2017",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,113799,90431,23368
"G0800370","2013-2017",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",,,17765,12509,5256
"G0800390","2013-2017",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",,,8866,7965,901
"G0800410","2013-2017",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",,,249745,157971,91774
"G0800430","2013-2017",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",,,16762,12556,4206
"G0800450","2013-2017",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",,,21055,13909,7146
"G0800470","2013-2017",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",,,2603,2073,530
"G0800490","2013-2017",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",,,5724,3947,1777
"G0800510","2013-2017",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",,,6495,3812,2683
"G0800530","2013-2017",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",,,368,257,111
"G0800550","2013-2017",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",,,3173,2282,891
"G0800570","2013-2017",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",,,597,420,177
"G0800590","2013-2017",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",,,227805,161274,66531
"G0800610","2013-2017",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",,,576,438,138
"G0800630","2013-2017",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",,,2995,2093,902
"G0800650","2013-2017",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",,,3324,1914,1410
"G0800670","2013-2017",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",,,21818,14880,6938
"G0800690","2013-2017",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",,,130502,84626,45876
"G0800710","2013-2017",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",,,6327,4169,2158
"G0800730","2013-2017",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",,,1477,1021,456
"G0800750","2013-2017",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",,,8151,5052,3099
"G0800770","2013-2017",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",,,60562,40554,20008
"G0800790","2013-2017",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",,,404,345,59
"G0800810","2013-2017",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",,,5103,3563,1540
"G0800830","2013-2017",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montezuma County, Colorado",,,10520,7385,3135
"G0800850","2013-2017",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montrose County, Colorado",,,16951,11728,5223
"G0800870","2013-2017",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Colorado",,,10599,6809,3790
"G0800890","2013-2017",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, Colorado",,,7490,4813,2677
"G0800910","2013-2017",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouray County, Colorado",,,2204,1530,674
"G0800930","2013-2017",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Colorado",,,7389,6006,1383
"G0800950","2013-2017",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Colorado",,,1696,1152,544
"G0800970","2013-2017",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitkin County, Colorado",,,7340,4757,2583
"G0800990","2013-2017",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prowers County, Colorado",,,4913,3200,1713
"G0801010","2013-2017",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo County, Colorado",,,63489,40106,23383
"G0801030","2013-2017",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Blanco County, Colorado",,,2417,1667,750
"G0801050","2013-2017",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Grande County, Colorado",,,4750,3143,1607
"G0801070","2013-2017",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Routt County, Colorado",,,9478,6471,3007
"G0801090","2013-2017",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saguache County, Colorado",,,2626,1855,771
"G0801110","2013-2017",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Colorado",,,255,171,84
"G0801130","2013-2017",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, Colorado",,,3301,1974,1327
"G0801150","2013-2017",,,"Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Colorado",,,998,710,288
"G0801170","2013-2017",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Colorado",,,9455,6287,3168
"G0801190","2013-2017",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teller County, Colorado",,,10076,8134,1942
"G0801210","2013-2017",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Colorado",,,2012,1433,579
"G0801230","2013-2017",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Weld County, Colorado",,,99817,71451,28366
"G0801250","2013-2017",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Colorado",,,4053,2514,1539
"G0900010","2013-2017",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",,,337678,228666,109012
"G0900030","2013-2017",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartford County, Connecticut",,,348871,225378,123493
"G0900050","2013-2017",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",,,74605,57330,17275
"G0900070","2013-2017",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",,,66599,49088,17511
"G0900090","2013-2017",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven County, Connecticut",,,327402,204037,123365
"G0900110","2013-2017",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"New London County, Connecticut",,,107193,71447,35746
"G0900130","2013-2017",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County, Connecticut",,,54878,39710,15168
"G0900150","2013-2017",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Connecticut",,,44529,31142,13387
"G1000010","2013-2017",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Delaware",,,63381,44132,19249
"G1000030","2013-2017",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle County, Delaware",,,202654,138618,64036
"G1000050","2013-2017",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Delaware",,,86322,68348,17974
"G1100010","2013-2017",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",,,277985,115795,162190
"G1200010","2013-2017",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alachua County, Florida",,,97485,52252,45233
"G1200030","2013-2017",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Florida",,,8299,6439,1860
"G1200050","2013-2017",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay County, Florida",,,68667,42881,25786
"G1200070","2013-2017",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford County, Florida",,,8980,6381,2599
"G1200090","2013-2017",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brevard County, Florida",,,227223,163565,63658
"G1200110","2013-2017",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida",,,675828,420780,255048
"G1200130","2013-2017",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Florida",,,4581,3824,757
