GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UE001,AJ1UE002,AJ1UE003
"G1800910","2014-2018",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",,,42904,30824,12080
"G1800930","2014-2018",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",,,18487,14344,4143
"G1800950","2014-2018",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",,,51422,35935,15487
"G1800970","2014-2018",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",,,369033,199179,169854
"G1800990","2014-2018",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",,,17245,12969,4276
"G1801010","2014-2018",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",,,4198,3323,875
"G1801030","2014-2018",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",,,13707,9759,3948
"G1801050","2014-2018",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",,,55537,30431,25106
"G1801070","2014-2018",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",,,15271,10821,4450
"G1801090","2014-2018",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,25926,19750,6176
"G1801110","2014-2018",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",,,5562,4391,1171
"G1801130","2014-2018",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",,,18090,13749,4341
"G1801150","2014-2018",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",,,2513,1970,543
"G1801170","2014-2018",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",,,7881,5885,1996
"G1801190","2014-2018",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",,,8695,6849,1846
"G1801210","2014-2018",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",,,6145,4737,1408
"G1801230","2014-2018",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",,,7465,5781,1684
"G1801250","2014-2018",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",,,5129,4253,876
"G1801270","2014-2018",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",,,63969,48269,15700
"G1801290","2014-2018",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",,,10175,8249,1926
"G1801310","2014-2018",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",,,5200,4004,1196
"G1801330","2014-2018",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",,,13439,9648,3791
"G1801350","2014-2018",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",,,10477,8058,2419
"G1801370","2014-2018",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",,,11165,8612,2553
"G1801390","2014-2018",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",,,6725,4798,1927
"G1801410","2014-2018",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",,,101241,68675,32566
"G1801430","2014-2018",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",,,9004,6550,2454
"G1801450","2014-2018",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",,,17725,12989,4736
"G1801470","2014-2018",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",,,8109,6567,1542
"G1801490","2014-2018",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",,,8735,6901,1834
"G1801510","2014-2018",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",,,14156,10969,3187
"G1801530","2014-2018",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",,,7707,5663,2044
"G1801550","2014-2018",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",,,4297,3163,1134
"G1801570","2014-2018",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",,,69112,37571,31541
"G1801590","2014-2018",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",,,6295,5075,1220
"G1801610","2014-2018",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",,,2846,2022,824
"G1801630","2014-2018",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",,,75197,48379,26818
"G1801650","2014-2018",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",,,6616,4821,1795
"G1801670","2014-2018",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",,,41874,25671,16203
"G1801690","2014-2018",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",,,12875,9425,3450
"G1801710","2014-2018",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",,,3384,2838,546
"G1801730","2014-2018",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",,,24267,19278,4989
"G1801750","2014-2018",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",,,10721,8165,2556
"G1801770","2014-2018",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",,,26611,17985,8626
"G1801790","2014-2018",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",,,10874,8648,2226
"G1801810","2014-2018",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",,,9745,7615,2130
"G1801830","2014-2018",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",,,13548,11266,2282
"G1900010","2014-2018",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",,,3136,2404,732
"G1900030","2014-2018",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",,,1641,1269,372
"G1900050","2014-2018",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",,,5957,4630,1327
"G1900070","2014-2018",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",,,5416,3971,1445
"G1900090","2014-2018",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",,,2677,2080,597
"G1900110","2014-2018",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",,,10224,8418,1806
"G1900130","2014-2018",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",,,52976,34803,18173
"G1900150","2014-2018",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",,,10940,8407,2533
"G1900170","2014-2018",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",,,9585,7858,1727
"G1900190","2014-2018",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",,,8046,6302,1744
"G1900210","2014-2018",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",,,7550,5025,2525
"G1900230","2014-2018",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",,,6251,4945,1306
"G1900250","2014-2018",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",,,4191,3263,928
"G1900270","2014-2018",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",,,8674,6674,2000
"G1900290","2014-2018",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",,,5964,4136,1828
"G1900310","2014-2018",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",,,7546,6076,1470
"G1900330","2014-2018",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",,,19213,13284,5929
"G1900350","2014-2018",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",,,5337,3956,1381
"G1900370","2014-2018",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",,,5191,4163,1028
"G1900390","2014-2018",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",,,3854,2728,1126
"G1900410","2014-2018",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",,,7343,5051,2292
"G1900430","2014-2018",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",,,7652,5738,1914
"G1900450","2014-2018",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",,,19689,14607,5082
"G1900470","2014-2018",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",,,6435,4698,1737
"G1900490","2014-2018",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",,,32886,24456,8430
"G1900510","2014-2018",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",,,3215,2665,550
"G1900530","2014-2018",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",,,3213,2124,1089
"G1900550","2014-2018",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",,,6939,5754,1185
"G1900570","2014-2018",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",,,16840,12205,4635
"G1900590","2014-2018",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",,,8069,6372,1697
"G1900610","2014-2018",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",,,38330,27736,10594
"G1900630","2014-2018",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",,,4110,3168,942
"G1900650","2014-2018",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",,,8315,6269,2046
"G1900670","2014-2018",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",,,6759,4881,1878
"G1900690","2014-2018",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",,,4200,3121,1079
"G1900710","2014-2018",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",,,2990,2217,773
"G1900730","2014-2018",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",,,3889,2887,1002
"G1900750","2014-2018",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",,,5137,4085,1052
"G1900770","2014-2018",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",,,4397,3493,904
"G1900790","2014-2018",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",,,6315,4601,1714
"G1900810","2014-2018",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",,,4766,3715,1051
"G1900830","2014-2018",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",,,7175,5529,1646
"G1900850","2014-2018",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",,,6076,4547,1529
"G1900870","2014-2018",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",,,7714,5475,2239
"G1900890","2014-2018",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",,,3868,3058,810
"G1900910","2014-2018",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",,,4221,3133,1088
"G1900930","2014-2018",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",,,3010,2281,729
"G1900950","2014-2018",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",,,6791,5304,1487
"G1900970","2014-2018",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",,,8236,6502,1734
"G1900990","2014-2018",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",,,14548,10758,3790
"G1901010","2014-2018",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",,,6831,4582,2249
"G1901030","2014-2018",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",,,58163,34716,23447
"G1901050","2014-2018",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",,,8204,6206,1998
"G1901070","2014-2018",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",,,4384,3370,1014
"G1901090","2014-2018",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",,,6666,5082,1584
"G1901110","2014-2018",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",,,14177,10536,3641
"G1901130","2014-2018",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",,,89807,66812,22995
"G1901150","2014-2018",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",,,4343,3332,1011
"G1901170","2014-2018",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",,,3642,2813,829
"G1901190","2014-2018",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",,,4549,3794,755
"G1901210","2014-2018",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",,,6309,4953,1356
"G1901230","2014-2018",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",,,8829,6284,2545
"G1901250","2014-2018",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",,,13314,9390,3924
"G1901270","2014-2018",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",,,15338,10922,4416
"G1901290","2014-2018",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",,,5587,4357,1230
"G1901310","2014-2018",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",,,4397,3635,762
"G1901330","2014-2018",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",,,4053,2880,1173
"G1901350","2014-2018",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",,,3329,2598,731
"G1901370","2014-2018",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",,,4587,3148,1439
"G1901390","2014-2018",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",,,16536,12053,4483
"G1901410","2014-2018",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",,,6031,4337,1694
"G1901430","2014-2018",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",,,2611,1980,631
"G1901450","2014-2018",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",,,6323,4582,1741
"G1901470","2014-2018",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",,,3812,2832,980
"G1901490","2014-2018",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",,,10115,7959,2156
"G1901510","2014-2018",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",,,3205,2479,726
"G1901530","2014-2018",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Iowa",,,183753,123431,60322
"G1901550","2014-2018",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",,,36881,25155,11726
"G1901570","2014-2018",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poweshiek County, Iowa",,,7681,5323,2358
"G1901590","2014-2018",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ringgold County, Iowa",,,1997,1543,454
"G1901610","2014-2018",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sac County, Iowa",,,4367,3454,913
"G1901630","2014-2018",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",,,67025,46559,20466
"G1901650","2014-2018",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Iowa",,,5046,3911,1135
"G1901670","2014-2018",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Iowa",,,12166,9705,2461
"G1901690","2014-2018",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",,,37219,19638,17581
"G1901710","2014-2018",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tama County, Iowa",,,6755,5153,1602
"G1901730","2014-2018",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Iowa",,,2650,2028,622
"G1901750","2014-2018",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Iowa",,,5194,3676,1518
"G1901770","2014-2018",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Iowa",,,2863,2342,521
"G1901790","2014-2018",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wapello County, Iowa",,,14418,10421,3997
"G1901810","2014-2018",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Iowa",,,18959,14765,4194
"G1901830","2014-2018",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Iowa",,,8720,6174,2546
"G1901850","2014-2018",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Iowa",,,2669,2178,491
"G1901870","2014-2018",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Iowa",,,15208,10260,4948
"G1901890","2014-2018",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Iowa",,,4605,3386,1219
"G1901910","2014-2018",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winneshiek County, Iowa",,,8205,6494,1711
"G1901930","2014-2018",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury County, Iowa",,,38975,25582,13393
"G1901950","2014-2018",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Iowa",,,3170,2450,720
"G1901970","2014-2018",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Iowa",,,5690,4070,1620
"G2000010","2014-2018",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kansas",,,5289,3761,1528
"G2000030","2014-2018",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kansas",,,3069,2277,792
"G2000050","2014-2018",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Kansas",,,5980,4090,1890
"G2000070","2014-2018",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barber County, Kansas",,,1960,1388,572
"G2000090","2014-2018",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Kansas",,,10892,7599,3293
"G2000110","2014-2018",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kansas",,,5722,3997,1725
"G2000130","2014-2018",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Kansas",,,3904,2849,1055
"G2000150","2014-2018",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,24473,18034,6439
"G2000170","2014-2018",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Kansas",,,1029,815,214
"G2000190","2014-2018",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, Kansas",,,1450,1139,311
"G2000210","2014-2018",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Kansas",,,8037,5955,2082
"G2000230","2014-2018",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Kansas",,,1228,973,255
"G2000250","2014-2018",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kansas",,,893,638,255
"G2000270","2014-2018",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kansas",,,3402,2609,793
"G2000290","2014-2018",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud County, Kansas",,,3858,2735,1123
"G2000310","2014-2018",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffey County, Kansas",,,3548,2736,812
"G2000330","2014-2018",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Kansas",,,744,600,144
"G2000350","2014-2018",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowley County, Kansas",,,13566,9028,4538
"G2000370","2014-2018",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Kansas",,,15053,8795,6258
"G2000390","2014-2018",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Kansas",,,1486,1070,416
"G2000410","2014-2018",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Kansas",,,7801,5442,2359
"G2000430","2014-2018",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doniphan County, Kansas",,,3024,2207,817
"G2000450","2014-2018",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Kansas",,,46294,24001,22293
"G2000470","2014-2018",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Kansas",,,1302,1024,278
"G2000490","2014-2018",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk County, Kansas",,,1117,892,225
"G2000510","2014-2018",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Kansas",,,11581,7095,4486
"G2000530","2014-2018",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellsworth County, Kansas",,,2462,1849,613
"G2000550","2014-2018",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Finney County, Kansas",,,12509,7820,4689
